item_id,subject
katherine-mansfield,Katherine Mansfield
spurgeon-keatss-shakespeare-descriptive,William Shakespeare
spurgeon-keatss-shakespeare-descriptive,John Keats
masefield-king-cole,Poetry
coe-knockout,Sports promoters
coe-knockout,Sports--Corrupt practices
coe-knockout,Boxing stories
hearn-kokoro,Manners and customs
hearn-kokoro,Japan
hearn-kokoro,Folklore
hearn-kokoro,Folklore--Japan
barnes-ladies-almanack-showing,Women--Social conditions
barnes-ladies-almanack-showing,Women--Conduct of life
barnes-ladies-almanack-showing,France--Paris
barnes-ladies-almanack-showing,Lesbians--Social conditions
barnes-ladies-almanack-showing,Lesbian community
murasaki-shikibu-lady-boat,Manners and customs
murasaki-shikibu-lady-boat,Japan
murasaki-shikibu-lady-boat,Princes--Japan
murasaki-shikibu-lady-boat,Aristocracy (Social class)
murasaki-shikibu-lady-boat,Princes
murasaki-shikibu-lady-boat,Japanese fiction
chekhov-lady-dog,Russian literature
yeats-brown-lancer-large,Travel
yeats-brown-lancer-large,India
strachey-landmarks-french-literature,French literature--History and criticism
strachey-landmarks-french-literature,French literature
colvin-landor,Walter Savage Landor
lenotre-last-days-marie,Marie Antoinette
kendrick-last-express,"Maclain, Duncan (Fictitious character)"
bojer-last-vikings,Norway
davies-later-days,"Poets, English"
davies-later-days,W. H. Davies
la-farge-laughing-boy,Navajo Indians
beck-laughing-queen,Cleopatra
hamnett-laughing-torso,Artists
oneill-lazarus-laughed,Lazarus
coleridge-lectures-notes-shakespeare,William Shakespeare
coleridge-lectures-notes-shakespeare,English drama
coleridge-lectures-notes-shakespeare,English drama--History and criticism
coleridge-lectures-notes-shakespeare,John Milton
stein-lectures-america,English literature
kant-lectures-ethics,Ethics
hazlitt-lectures-dramatic-literature,"English literature--Early modern, 1500-1700--History and criticism"
hazlitt-lectures-dramatic-literature,English literature--Early modern
rickword-left-review,Radicalism
rickword-left-review,Nineteen thirties
kennedy-legendary-fictions-irish,Ireland
kennedy-legendary-fictions-irish,Folklore
kennedy-legendary-fictions-irish,Folklore--Ireland
st-john-de-crevecoeur-letters-american-farmer,Travel
st-john-de-crevecoeur-letters-american-farmer,United States
st-john-de-crevecoeur-letters-american-farmer,Massachusetts--Nantucket
osborne-letters-dorothy-osborne,Dorothy Osborne
auden-letters-iceland,Travel
auden-letters-iceland,Iceland
hearn-letters-raven,Lafcadio Hearn
hearn-letters-raven,Henry Watkin
irwin-letters-japanese-schoolboy,Manners and customs
irwin-letters-japanese-schoolboy,United States
abelard-letters-abelard-heloise,Héloïse
abelard-letters-abelard-heloise,Peter Abelard
chekhov-letters-anton-pavlovitch,Anton Pavlovich Chekhov
chekhov-letters-anton-pavlovitch,Olʹga Leonardovna Knipper-Chekhova
chekhov-letters-anton-pavlovitch,"Correspondence (Chekhov, Anton Pavlovich)"
blavatsky-letters-h-p,Theosophy
blavatsky-letters-h-p,A. P. Sinnett
blavatsky-letters-h-p,H. P. Blavatsky
blavatsky-letters-h-p,Theosophists
adams-letters-henry-adams,Henry Adams
austen-letters-jane-austen,"Novelists, English"
austen-letters-jane-austen,Jane Austen
guiney-letters-louise-imogen,Louise Imogen Guiney
schonfield-letters-frederick-tennyson,Frederick Tennyson
morand-lewis-irene,Vyvyan Beresford Holland
moore-lewis-seymour-women,George Moore
heathcote-williams-liberal-points-view,Great Britain
heathcote-williams-liberal-points-view,Economic history
heathcote-williams-liberal-points-view,Politics and government
heathcote-williams-liberal-points-view,Liberal Party (Great Britain)
williams-life-along-passaic,New Jersey--Passaic River
paul-elliot-life-death-spanish,Spain
paul-elliot-life-death-spanish,Civil War (Spain : 1936-1939)
bianchi-life-letters-emily,Emily Dickinson
bianchi-life-letters-emily,Martha Dickinson Bianchi
marrot-life-letters-john,John Galsworthy
benjamin-life-letters-laurence,Laurence Sterne
hendrick-life-letters-walter,United States
hendrick-life-letters-walter,Great Britain
hendrick-life-letters-walter,Diplomatic relations
hendrick-life-letters-walter,Walter Hines Page
cross-life-times-laurence,Laurence Sterne
spurr-life-writings-alexandre,Alexandre Dumas
adams-life-writings-giambattista,Giambattista Vico
coulton-life-middle-ages,Middle Ages
coulton-life-middle-ages,"Literature, Medieval"
cellini-life-benvenuto-cellini,Benvenuto Cellini
forster-life-charles-dickens,Charles Dickens
thompson-life-charles-lord,Politics and government
thompson-life-charles-lord,Charles Theophilus Metcalfe Metcalfe
thompson-life-charles-lord,Management
thompson-life-charles-lord,India
thompson-life-charles-lord,British colonies
thompson-life-charles-lord,Jamaica
thompson-life-charles-lord,Canada
farrar-life-christ,1801-1950
hone-life-george-moore,George Moore
mantz-life-katherine-mansfield,Katherine Mansfield
brooke-life-marlowe,Christopher Marlowe
fitzmaurice-kelly-life-miguel-cervantes,Miguel de Cervantes Saavedra
sanchez-life-mrs-robert,Fanny Van de Grift Stevenson
cronwright-schreiner-life-olive-schreiner,Feminists
cronwright-schreiner-life-olive-schreiner,"Authors, South African"
cronwright-schreiner-life-olive-schreiner,Olive Schreiner
sherard-life-oscar-wilde,Oscar Wilde
santayana-life-reason,Philosophy
fabre-life-caterpillar,Larvae
lee-life-william-shakespeare,William Shakespeare
lorand-life-shortening-habits,Hygiene
hewlett-light-heart,Poets
duffus-lillian-wald-neighborhood,Lillian D. Wald
masters-lincoln-man,Abraham Lincoln
lewis-lion-fox,William Shakespeare
lewis-lion-fox,Heroes in literature
hyde-literary-history-ireland,Irish literature
bennett-literary-taste-form,Books and reading
bennett-literary-taste-form,Book collecting
arnold-literature-dogma,Bible as literature
arnold-literature-dogma,Bible
arnold-literature-dogma,1801-1950
mackenzie-literature-time,English literature
mackenzie-literature-time,"Literature, Modern"
mackenzie-literature-time,"Literature, Modern--20th century--History and criticism"
mackenzie-literature-time,"Literature, Modern--19th century--History and criticism"
mackenzie-literature-time,English literature--20th century--History and criticism
mackenzie-literature-time,English literature--19th century--History and criticism
rittenhouse-little-book-modern,American poetry
ford-little-less-gods,Michel Ney
yeats-brown-lives-bengal-lancer,Manners and customs
yeats-brown-lives-bengal-lancer,India
fowler-locke,John Locke
shaw-london-music-1888,General works
hopkins-london-pilgrimages,Travel
hopkins-london-pilgrimages,England--London
hopkins-london-pilgrimages,Literary landmarks--England--London
hopkins-london-pilgrimages,Literary landmarks
doner-lonely-heart-love,Inheritance and succession
doner-lonely-heart-love,Home economics--Accounting
doner-lonely-heart-love,Newlyweds
doner-lonely-heart-love,"Romance fiction, American"
doner-lonely-heart-love,Separated people
doner-lonely-heart-love,Family secrets
young-looking-behind-censorships,World politics
young-looking-behind-censorships,Press
young-looking-behind-censorships,Censorship
young-looking-behind-censorships,Freedom of the press
roosevelt-looking-forward,United States
roosevelt-looking-forward,Social conditions
roosevelt-looking-forward,Economic policy
roosevelt-looking-forward,Economic history
sayers-lord-peter-views,"Short stories, English"
sayers-lord-peter-views,Peter Wimsey
sayers-lord-peter-views,"Detective and mystery stories, English"
jackson-lost-weekend,Alcoholism
disraeli-lothair,English fiction
zola-lourdes-three-cities,Ernest Alfred Vizetelly
dickson-lovat-dicksons-magazine,"Short stories, American"
dickson-lovat-dicksons-magazine,"Short stories, English"
dickson-lovat-dicksons-magazine,Short stories
wells-love-mr-lewisham,Man-woman relationships
wells-love-mr-lewisham,"Romance fiction, English"
wells-love-mr-lewisham,Impostors and imposture
wells-love-mr-lewisham,Secrecy
chekhov-love-stories,Anton Pavlovich Chekhov
crosfield-love-ancient-days,Great Britain
carpenter-loves-coming-age,Love
mirrlees-lud-mist,Fantasy fiction
hurst-lummox,England
hurst-lummox,England--London
hurst-lummox,Social classes
hurst-lummox,Women--Social conditions
hurst-lummox,Women--England--Social conditions
crichton-lure-old-paris,Travel
crichton-lure-old-paris,Manners and customs
crichton-lure-old-paris,France--Paris
grierson-lyrical-poetry-blake,English poetry
grierson-lyrical-poetry-blake,English poetry--19th century--History and criticism
butts-macedonian,Alexander
fisher-made-order-stories,Short stories
strachey-madonna-barricades-memoirs,Carbonari
seabrook-magic-island,Haiti
seabrook-magic-island,Manners and customs
seabrook-magic-island,Witchcraft
seabrook-magic-island,Vodou
seabrook-magic-island,Blacks--Haiti
seabrook-magic-island,Blacks
chesterton-magic-fantastic-comedy,English drama (Comedy)
rogers-magnificent-idler,Walt Whitman
brandes-main-currents-nineteenth,"Literature, Modern"
brandes-main-currents-nineteenth,"Literature, Modern--19th century--History and criticism"
brandes-main-currents-nineteenth,Naturalism
masefield-mainsail-haul,Sea stories
heyward-mambas-daughters,Mothers and daughters
heyward-mambas-daughters,Women household employees
heyward-mambas-daughters,African American women
heyward-mambas-daughters,Businesspeople
heyward-mambas-daughters,Race relations
heyward-mambas-daughters,South Carolina--Charleston
ford-man-stand,World War (1914-1918)
ford-man-stand,"War stories, English"
sanders-man-michigan-western,California
sanders-man-michigan-western,Gold mines and mining
sanders-man-michigan-western,Gold miners
harris-man-shakespeare-tragic,William Shakespeare
lewis-man-knew-coolidge,"Short stories, American"
lewis-man-knew-coolidge,Humorous stories
stevens-man-blue-guitar,Poetry
train-manhattan-murder,New York (State)--New York--Manhattan
austen-mansfield-park,England
austen-mansfield-park,Manners and customs
austen-mansfield-park,Young women
adams-march-democracy-history,United States
adams-march-democracy-history,Civil war
oneill-marco-millions-play,American drama--20th century
oneill-marco-millions-play,American drama
zweig-marie-antoinette-portrait,Marie Antoinette
twain-mark-twains-autobiography,"Authors, American"
twain-mark-twains-autobiography,Mark Twain
boas-marlowe-circle,Great Britain
boas-marlowe-circle,Friendship
boas-marlowe-circle,Christopher Marlowe
moore-marriage,Marriage
rinehart-married-people,Married people
rinehart-married-people,"Domestic fiction, American"
ford-marsden-case-romance,English fiction
ford-marsden-case-romance,English fiction--20th century
bull-marvels-sound-light,Light
bull-marvels-sound-light,Sound
bull-marvels-sound-light,Electricity
zweig-mary-queen-scotland,Mary
stevenson-master-ballantrae,English fiction
verga-mastro-don-gesualdo,Manners and customs
verga-mastro-don-gesualdo,Italy
verga-mastro-don-gesualdo,Social classes
verga-mastro-don-gesualdo,Social classes--Italy
verga-mastro-don-gesualdo,Italy--Sicily
browne-may-week-murders,Detective and mystery stories
norris-mcteague,California
norris-mcteague,California--San Francisco
dickinson-meaning-good-dialogue,English
dickinson-meaning-good-dialogue,Good and evil
ogden-meaning-meaning-study,Language and languages
ogden-meaning-meaning-study,Meaning (Psychology)
taylor-mediaeval-mind-history,"Philosophy, Medieval"
taylor-mediaeval-mind-history,"Civilization, Medieval"
taylor-mediaeval-mind-history,Middle Ages
young-medici,"Medici, House of"
magee-memoir-e-george,"Poets, Irish"
magee-memoir-e-george,George William Russell
lockhart-memoirs-british-agent,World War (1914-1918)
lockhart-memoirs-british-agent,Great Britain
lockhart-memoirs-british-agent,Soviet Union
lockhart-memoirs-british-agent,Diplomatic relations
lockhart-memoirs-british-agent,"World War, 1914-1918--Soviet Union"
sassoon-memoirs-fox-hunting,World War (1914-1918)
bourrienne-memoirs-napoleon,Napoleon
rodker-memoirs-fronts,China
tilly-memoirs-comte-alexandre,Alexandre Tilly
biron-memoirs-duc-lauzun,France
biron-memoirs-duc-lauzun,Courts and courtiers
biron-memoirs-duc-lauzun,Armand-Louis de Gontaut Biron
beales-memoirs-unemployed,Great Britain
beales-memoirs-unemployed,Unemployed
beales-memoirs-unemployed,Unemployed--Great Britain
memorial,England
memorial,Families
memorial,Gay men
de-kruif-men-death,Medicine--History
de-kruif-men-death,Medicine
hanley-men-darkness-five,John Cowper Powys
wells-men-like-gods,"Science fiction, English"
zweig-mental-healers-franz,Sigmund Freud
zweig-mental-healers-franz,Healers
zweig-mental-healers-franz,Mental healing
zweig-mental-healers-franz,Mary Baker Eddy
zweig-mental-healers-franz,Franz Anton Mesmer
engelbrecht-merchants-death,War
engelbrecht-merchants-death,Weapons industry
engelbrecht-merchants-death,Military weapons
engelbrecht-merchants-death,Firearms industry and trade
engelbrecht-merchants-death,Arms transfers
engelbrecht-merchants-death,Defense industries
engelbrecht-merchants-death,Military supplies
repplier-mere-marie-ursulines,Marie de l'Incarnation
repplier-mere-marie-ursulines,Ursulines de Québec
repplier-mere-marie-ursulines,Ursulines
strahan-meriwether-mystery,Murder
strahan-meriwether-mystery,Extortion
fernandez-messages,"Literature, Modern"
leishman-metaphysical-poets-donne,John Donne
leishman-metaphysical-poets-donne,Thomas Traherne
leishman-metaphysical-poets-donne,George Herbert
beals-mexican-maze,Travel
beals-mexican-maze,Manners and customs
beals-mexican-maze,Mexico
beals-mexican-maze,Superstition
lewisohn-mid-channel-american,Civilization
lewisohn-mid-channel-american,United States
lewisohn-mid-channel-american,Ludwig Lewisohn
priestley-midnight-desert,Travel
priestley-midnight-desert,"United States, West"
ofaolain-midsummer-night-madness,Ireland
ofaolain-midsummer-night-madness,Manners and customs
ofaolain-midsummer-night-madness,"Authors, Irish"
ofaolain-midsummer-night-madness,Land tenure
ofaolain-midsummer-night-madness,Land tenure--Ireland
abrams-milk-paradise-effect,Francis Thompson
abrams-milk-paradise-effect,Thomas De Quincey
abrams-milk-paradise-effect,Samuel Taylor Coleridge
abrams-milk-paradise-effect,Opium--Physiological effect
abrams-milk-paradise-effect,George Crabbe
tillyard-milton,John Milton
mccurdy-mind-leonardo-da,Leonardo
duff-mind-products-limited,Drama
duff-mind-products-limited,Drama--20th century
duff-mind-products-limited,Science fiction
bryant-mirrors-moscow,Soviet Union
bryant-mirrors-moscow,Revolution (Soviet Union : 1917-1921)
miscellany,English literature
miscellany,English literature--History and criticism
west-miss-lonelyhearts,New York (State)--New York
west-miss-lonelyhearts,Advice columnists
galsworthy-mob,Book jackets
obrien-modern-american-short,"Short stories, American"
gordon-modern-french-painters,France
gordon-modern-french-painters,Post-impressionism (Art)
gordon-modern-french-painters,Painting
gordon-modern-french-painters,Painters
gordon-modern-french-painters,Painters--France
gordon-modern-french-painters,Collective biography
gordon-modern-french-painters,Painting--France
gordon-modern-french-painters,Cubism
modern-greece,Greece
wilenski-modern-movement-art,"Art, Modern"
wilenski-modern-movement-art,"Art, Modern--19th century--History"
wilenski-modern-movement-art,General works
wilenski-modern-movement-art,"Art, Modern--20th century--History"
lewisohn-modern-novel,Fiction
lewisohn-modern-novel,Fiction--20th century--History and criticism
cournos-modern-plutarch,Biography
murphy-modern-poet-anthology,American poetry--20th century
murphy-modern-poet-anthology,American poetry
murphy-modern-poet-anthology,English poetry
murphy-modern-poet-anthology,English poetry--20th century
lodge-modern-problems-discussion,Social sciences
defoe-moll-flanders,England
defoe-moll-flanders,Manners and customs
defoe-moll-flanders,England--London
defoe-moll-flanders,Criminals
defoe-moll-flanders,Women--Social conditions
defoe-moll-flanders,Women--Conduct of life
beresford-monkey-puzzle,Art
stern-monogram,Authors
adams-mont-saint-michel,Middle Ages
adams-mont-saint-michel,France--Le Mont-Saint-Michel
dorliac-moon-mistress,Diane de Poitiers
allen-merry-go-round,Manners and customs
allen-merry-go-round,United States
allen-merry-go-round,Politics and government
allen-merry-go-round,Washington (D.C.)
housman-poems,Poetry
runyon-somewhat,"Short stories, American"
lawrence-mornings-mexico,Travel
lawrence-mornings-mexico,Mexico
lawrence-mornings-mexico,Indians of Mexico
huxley-mortal-coils,Manners and customs
huxley-mortal-coils,Great Britain
fovitzky-moscow-art-theatre,Moskovskiĭ khudozhestvennyĭ akademicheskiĭ teatr
manning-mount-venus,Manners and customs
manning-mount-venus,Man-woman relationships
manning-mount-venus,Ireland--Dublin
manning-mount-venus,Irish fiction
oneill-mourning-becomes-electra,Eugene O'Neill
seldes-movies-millions-account,Motion pictures
sitwell-mozart,Wolfgang Amadeus Mozart
dent-mozarts-operas-critical,Opera
dent-mozarts-operas-critical,Wolfgang Amadeus Mozart
dent-mozarts-operas-critical,"Operas (Mozart, Wolfgang Amadeus)"
woolf-mr-bennett-mrs,English literature
woolf-mr-bennett-mrs,English literature--20th century--History and criticism
woolf-mr-bennett-mrs,Arnold Bennett
bailey-mr-fortune,Forensic scientists
marryat-mr-midshipman-easy,Sea stories
isherwood-mr-norris-changes,Germany--Berlin
hurston-mules-men,Louisiana
hurston-mules-men,African Americans
hurston-mules-men,Vodou
hurston-mules-men,Florida
hurston-mules-men,African Americans--Louisiana
hurston-mules-men,African Americans--Florida
christie-murder-mesopotamia,England
christie-murder-mesopotamia,Private investigators
christie-murder-mesopotamia,Hercule Poirot
christie-murder-mesopotamia,Iraq
eliot-murder-cathedral,Christian saints
eliot-murder-cathedral,England--Canterbury
eliot-murder-cathedral,Murder victims
eliot-murder-cathedral,Christian martyrs
eliot-murder-cathedral,Thomas
eliot-murder-cathedral,Separate works
eliot-murder-cathedral,Canterbury Cathedral
birmingham-murder-foul-gallery,Great Britain
birmingham-murder-foul-gallery,Trials (Murder)--Great Britain
birmingham-murder-foul-gallery,Trials (Murder)
birmingham-murder-foul-gallery,Trials
sayers-murder-must-advertise,Peter Wimsey
sayers-murder-must-advertise,"Detective and mystery stories, English"
dean-murder-convenience,Murder
dean-murder-convenience,Inheritance and succession
vail-murder-murder,Murder
vail-murder-murder,Man-woman relationships
vail-murder-murder,Criminal investigation
surette-music-life-study,Music
surette-music-life-study,One author
surette-music-life-study,Music appreciation
surette-music-life-study,Musical analysis
draper-music-midnight,General works
draper-music-midnight,Musicians
garratt-mussolinis-roman-empire,Spain
garratt-mussolinis-roman-empire,Italy
garratt-mussolinis-roman-empire,Diplomatic relations
garratt-mussolinis-roman-empire,Italo-Ethiopian War (1935-1936)
garratt-mussolinis-roman-empire,"Italo-Ethiopian War, 1935-1936"
garratt-mussolinis-roman-empire,Imperialism
donnelly-mustard-seed-pungent,Indonesia
donnelly-mustard-seed-pungent,Church and social problems
donnelly-mustard-seed-pungent,Developing countries
donnelly-mustard-seed-pungent,Taiwan
donnelly-mustard-seed-pungent,Poor
donnelly-mustard-seed-pungent,Papua New Guinea
donnelly-mustard-seed-pungent,Orphans
cather-antonia,Married women
cather-antonia,Farm life
cather-antonia,Women pioneers
cather-antonia,Friendship
cather-antonia,Nebraska
cather-antonia,Czech Americans
cather-antonia,Farmers' spouses
cather-antonia,Women immigrants
bennett-arnold-bennett,Arnold Bennett
joyce-brothers-keeper-james,James Joyce
blunt-diaries,Great Britain
blunt-diaries,Politics and government
blunt-diaries,Wilfrid Scawen Blunt
funniest-story-anthology,"Short stories, English"
david-neel-journey-lhasa,Travel
david-neel-journey-lhasa,China--Tibet Autonomous Region
david-neel-journey-lhasa,China--Lhasa
duncan-life,Isadora Duncan
campbell-life-letters,Actors
campbell-life-letters,Patrick Campbell
wodehouse-man-jeeves,England
wodehouse-man-jeeves,Single men
wodehouse-man-jeeves,Valets
wodehouse-man-jeeves,Bertie Wooster
wodehouse-man-jeeves,Jeeves
tagore-reminiscences,"Authors, Bengali"
tagore-reminiscences,Rabindranath Tagore
dell-second-country-france,France
dell-second-country-france,Politics and government
dell-second-country-france,Reconstruction (1914-1939)--France
dell-second-country-france,Socialism
dell-second-country-france,Reconstruction (1914-1939)
dell-second-country-france,Socialism--France
dell-second-country-france,"National characteristics, French"
lewinsohn-mystery-man-europe,Basil Zaharoff
christie-mystery-blue-train,England
christie-mystery-blue-train,Private investigators
christie-mystery-blue-train,Hercule Poirot
leroux-mystery-yellow-room,France
leroux-mystery-yellow-room,Joseph Rouletabille
leroux-mystery-yellow-room,Attempted murder
crawley-mystic-rose-study,Marriage
crawley-mystic-rose-study,Primitive societies
housman-name-nature-poetry,Poetry
housman-name-nature-poetry,English poetry
housman-name-nature-poetry,English poetry--History and criticism
housman-name-nature-poetry,Poetry--History and criticism
merezhkovsky-napoleon,Napoleon
ludwig-napoleon,Napoleon
napoleon,Napoleon
stein-narration-four-lectures,Narration (Rhetoric)
a-e-national-thoughts-irish,Ireland
a-e-national-thoughts-irish,Nationalism
a-e-national-thoughts-irish,Nationalism--Ireland
a-e-national-thoughts-irish,Polity (Religion)
macartney-national-states-national,League of Nations
macartney-national-states-national,"Nationalities, Principle of"
macartney-national-states-national,Minorities
macartney-national-states-national,Nation-state
tagore-nationalism,Nationalism
wright-native,Trials (Murder)
wright-native,African American men
wright-native,"Thomas, Bigger (Fictitious character)"
wright-native,Death row inmates
jennison-natural-history-animals,Zoology
blunden-near-far-new,English poetry
murry-necessity-communism,Great Britain
murry-necessity-communism,Economic policy
murry-necessity-communism,Communism
murry-necessity-communism,Karl Marx
johnson-negro-americans-now,United States
johnson-negro-americans-now,African Americans
johnson-negro-americans-now,Race relations
johnson-negro-americans-now,African Americans--Social conditions
johnson-negro-americans-now,African Americans--Civil rights
woodson-negro-history,United States
woodson-negro-history,African Americans
woodson-negro-history,African Americans--History
woodson-negro-history,Slavery
woodson-negro-history,Slavery--United States--History
cunard-negro-anthology,African Americans
cunard-negro-anthology,Blacks
cunard-negro-anthology,Race relations
cunard-negro-anthology,"Arts, Black"
cunard-negro-anthology,African American arts
woodward-new-american-history,United States
leavis-new-bearings-english,T. S. Eliot
leavis-new-bearings-english,English poetry
leavis-new-bearings-english,Ezra Pound
leavis-new-bearings-english,English poetry--20th century--History and criticism
leavis-new-bearings-english,Gerard Manley Hopkins
carlyle-new-letters-memorials,Great Britain
carlyle-new-letters-memorials,Jane Welsh Carlyle
carlyle-new-letters-memorials,Authors' spouses
carlyle-new-letters-memorials,Women intellectuals
locke-new-negro,African Americans
locke-new-negro,American literature--African American authors
locke-new-negro,American literature--African American authors--History and criticism
locke-new-negro,African Americans in literature
locke-new-negro,African Americans--Intellectual life
roberts-new-signatures-poems,English poetry
roberts-new-signatures-poems,English poetry--20th century
ellis-new-spirit,Authors
ellis-new-spirit,"Literature, Modern"
ellis-new-spirit,"Literature, Modern--19th century--History and criticism"
ellis-new-spirit,Walt Whitman
ellis-new-spirit,"Literature, Modern--History and criticism"
ellis-new-spirit,Heinrich Heine
ellis-new-spirit,Henrik Ibsen
ellis-new-spirit,Denis Diderot
ellis-new-spirit,Leo Tolstoy
ellis-new-spirit,"Literature, Modern--18th century--History and criticism"
grigson-new-verse,American poetry
grigson-new-verse,English poetry
wells-new-worlds-old,Socialism
van-wagner-new-york-detective,New York (State)--New York
van-wagner-new-york-detective,Criminals
van-wagner-new-york-detective,Police
van-wagner-new-york-detective,Crime
van-wagner-new-york-detective,Criminals--New York (State)--New York
van-wagner-new-york-detective,Detectives
van-wagner-new-york-detective,Crime--New York (State)--New York
komroff-new-york-tempest,New York (State)--New York
komroff-new-york-tempest,Helen Jewett
komroff-new-york-tempest,Richard P. Robinson
aristotle-nichomachean-ethics,Ethics
woolf-night-day,Mothers and daughters
woolf-night-day,Triangles (Interpersonal relations)
woolf-night-day,England--London
woolf-night-day,Young women
woolf-night-day,Poets--Family relationships
woolf-night-day,Biographers
prokosch-night-poor,Murder
prokosch-night-poor,Lynching
brandon-nighthawks,Man-woman relationships
brandon-nighthawks,Drug traffic
yeats-nine-one-act,Ireland
coppard-ninepenny-flute,England
coppard-ninepenny-flute,Manners and customs
coppard-ninepenny-flute,"Short stories, English"
maccarthy-nineteenth-century-childhood,England
maccarthy-nineteenth-century-childhood,Mary MacCarthy
maccarthy-nineteenth-century-childhood,Manners and customs
lehmann-music,English drama
lehmann-music,English drama--20th century
moats-nice-girl-swears,Social usages for women
moats-nice-girl-swears,Etiquette for women
roberts-northwest-passage,United States
roberts-northwest-passage,Rogers' Rangers
roberts-northwest-passage,French and Indian War (United States : 1754-1763)
roberts-northwest-passage,Robert Rogers
larsen-norways-best-stories,Manners and customs
larsen-norways-best-stories,Norway
larsen-norways-best-stories,"Short stories, Norwegian"
lawrence-wind,Great Britain
lawrence-wind,Authors' spouses
lawrence-wind,D. H. Lawrence
lawrence-wind,Marriage
lawrence-wind,Frieda Lawrence
lawrence-wind,"Authors, English"
butler-note-books-samuel,E. M. A. Savage
butler-note-books-samuel,Samuel Butler
butler-note-books-samuel,"Satire, English"
mencken-notes-democracy,Democracy
conrad-notes-life-letters,"Novelists, English"
conrad-notes-life-letters,Joseph Conrad
conrad-notes-life-letters,Political and social views
fox-novel-people,Fiction
fox-novel-people,Fiction--History and criticism
fox-novel-people,Proletariat
fox-novel-people,Social problems in literature
digeon-novels-fielding,Henry Fielding
digeon-novels-fielding,Criticism and interpretation
wassermann-oberlins-three-stages,Leonard N. Simons
cather-obscure-destinies,Manners and customs
cather-obscure-destinies,Nebraska
damon-odyssey-dublin-2,"Ulysses (Joyce, James)"
damon-odyssey-dublin-2,James Joyce
maugham-human-bondage,W. Somerset Maugham
hobart-oil-lamps-china,Americans
hobart-oil-lamps-china,China
hobart-oil-lamps-china,Petroleum industry and trade
hobart-oil-lamps-china,"Corporations, American"
sassoon-old-century-seven,"Poets, English"
sassoon-old-century-seven,Siegfried Sassoon
elliot-old-court-life,France
elliot-old-court-life,Courts and courtiers
archer-old-drama-new,English drama
archer-old-drama-new,English drama--History and criticism
worner-old-lancaster-tales,Pennsylvania--Lancaster
jackson-old-paris-court,France
jackson-old-paris-court,France--Paris
jackson-old-paris-court,Fine Arts--Print media--Etching and aquatint--Biography--Individual artists
jackson-old-paris-court,"Etching, French"
jackson-old-paris-court,Charles Méryon
jackson-old-paris-court,Etchers
eliot-old-possums-book,Poetry
carlyle-oliver-cromwells-letters,Great Britain
dickens-oliver-twist,Orphans
dickens-oliver-twist,England--London
dickens-oliver-twist,Criminals
dickens-oliver-twist,Oliver Twist
dickens-oliver-twist,Kidnapping victims
melville-omoo,Travel
melville-omoo,Polynesia
maugham-chinese-screen,Travel
maugham-chinese-screen,"Authors, English"
maugham-chinese-screen,China
maugham-chinese-screen,W. Somerset Maugham
russell-education-especially-early,Educational psychology
russell-education-especially-early,Education
russell-education-especially-early,Moral education
carlyle-heroes-hero-worship,Heroes
mill-liberty,Liberty
france-life-letters,French literature--History and criticism
france-life-letters,French literature
jordan-smith-strange-altars-book,Literature
jordan-smith-strange-altars-book,Literature--History and criticism
aristotle-art-poetry,Poetry
aristotle-art-poetry,Aesthetics
craig-art-theatre,Theater
huxley-margin,Geoffrey Chaucer
darwin-origin-species,Natural selection
darwin-origin-species,Evolution
blunden-poems-henry-vaughan,Henry Vaughan
andrews-trail-ancient-man,Travel
andrews-trail-ancient-man,Natural history
andrews-trail-ancient-man,Paleontology
andrews-trail-ancient-man,Mongolia
andrews-trail-ancient-man,Central Asiatic Expeditions
andrews-trail-ancient-man,Paleontology--Mongolia
morley-one-act-plays,Walt Whitman
duranty-one-life-one,Soviet Union
duranty-one-life-one,Revolution (Soviet Union : 1917-1921)
duranty-one-life-one,Revolutionaries
duranty-one-life-one,Revolutionaries--Soviet Union
ellis-one-set-mermaid,English literature
powys-penitent,Jerome J. McGann
gibbs-ordeal-england,Great Britain
gibbs-ordeal-england,Public opinion--Great Britain
gibbs-ordeal-england,Edward Windsor
gibbs-ordeal-england,Public opinion
brooks-ordeal-mark-twain,"Authors, American"
brooks-ordeal-mark-twain,Mark Twain
dos-passos-orient-express,Travel
dos-passos-orient-express,Middle East
pickthall-oriental-encounters-palestine,Travel
pickthall-oriental-encounters-palestine,Middle East--Palestine
pickthall-oriental-encounters-palestine,Syria
joyce-origin-history-irish,Ireland
joyce-origin-history-irish,"Names, Geographical--Ireland"
joyce-origin-history-irish,"Names, Geographical"
perry-origin-magic-religion,Origins of religion
wylie-orphan-angel,Percy Bysshe Shelley
chesterton-orthodoxy,G. K. Chesterton
chesterton-orthodoxy,Apologetics
harris-oscar-wilde-life,"Authors, Irish"
harris-oscar-wilde-life,Oscar Wilde
buck-gods-american-legend,Marriage
buck-gods-american-legend,Middle West
maynard-best-poets-english,American poetry
maynard-best-poets-english,English poetry
maynard-best-poets-english,American poetry--20th century--History and criticism
maynard-best-poets-english,English poetry--20th century--History and criticism
lin-family,Yutang Lin
wilder-town,Young women
wilder-town,Death
wilder-town,City and town life
wilder-town,New Hampshire
romilly-bounds-education-giles,Students
romilly-bounds-education-giles,Esmond Romilly
